TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,ORG_ID,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG,LST_CHN_DE
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,114.3,M,A00,선행종합지수(2020＝100),Composite Leading Index,2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,114.9,M,A00,선행종합지수(2020＝100),Composite Leading Index,2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,115.1,M,A00,선행종합지수(2020＝100),Composite Leading Index,2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.1,M,A01,선행종합지수 전월비(%),Composite Leading Index (percent change),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.5,M,A01,선행종합지수 전월비(%),Composite Leading Index (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.2,M,A01,선행종합지수 전월비(%),Composite Leading Index (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-2.9,M,A0201,재고순환지표(전월차)(%p),Inventory circulation indicator (difference),2024-06-24
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,1,M,A0201,재고순환지표(전월차)(%p),Inventory circulation indicator (difference),2024-05-27
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.2,M,A0201,재고순환지표(전월차)(%p),Inventory circulation indicator (difference),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.3,M,A0202,경제심리지수(전월차)(p),Economic Sentiment Index (difference),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,1,M,A0202,경제심리지수(전월차)(p),Economic Sentiment Index (difference),2024-05-27
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.2,M,A0202,경제심리지수(전월차)(p),Economic Sentiment Index (difference),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-2.1,M,A0203,기계류내수출하지수(선박제외)(전월비)(%),Producer's Shipment Index Machinery for Domestic Demand (excluding Vessels percent change),2024-06-24
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-1,M,A0203,기계류내수출하지수(선박제외)(전월비)(%),Producer's Shipment Index Machinery for Domestic Demand (excluding Vessels percent change),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-3.1,M,A0203,기계류내수출하지수(선박제외)(전월비)(%),Producer's Shipment Index Machinery for Domestic Demand (excluding Vessels percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-14.7,M,A0204,건설수주액(전월비)(%),Construction orders received (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,3,M,A0204,건설수주액(전월비)(%),Construction orders received (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-9.1,M,A0204,건설수주액(전월비)(%),Construction orders received (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.3,M,A0205,수출입물가비율(전월비)(%),Net barter terms of trade(percent change),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.3,M,A0205,수출입물가비율(전월비)(%),Net barter terms of trade(percent change),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.3,M,A0205,수출입물가비율(전월비)(%),Net barter terms of trade(percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,1.9,M,A0206,코스피(전월비)(%),Korea Composite Stock Price Index(percent change),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,2,M,A0206,코스피(전월비)(%),Korea Composite Stock Price Index(percent change),2024-05-27
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,1,M,A0206,코스피(전월비)(%),Korea Composite Stock Price Index(percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.05,M,A0207,장단기금리차(전월차)(%p),Interest rate spread 5-year treasury bonds less call rate (difference),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.05,M,A0207,장단기금리차(전월차)(%p),Interest rate spread 5-year treasury bonds less call rate (difference),2024-05-27
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.04,M,A0207,장단기금리차(전월차)(%p),Interest rate spread 5-year treasury bonds less call rate (difference),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,100.4,M,A03,선행지수 순환변동치,Cyclical Component of Leading Index,2024-05-27
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,100.6,M,A03,선행지수 순환변동치,Cyclical Component of Leading Index,2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,100.5,M,A03,선행지수 순환변동치,Cyclical Component of Leading Index,2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.1,M,A04,〔순환변동치 전월차〕(p),Cyclical Component of Leading Index (difference),2024-05-27
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.2,M,A04,〔순환변동치 전월차〕(p),Cyclical Component of Leading Index (difference),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.1,M,A04,〔순환변동치 전월차〕(p),Cyclical Component of Leading Index (difference),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,3.9,M,A05,선행지수 전년동월비(%),12-month Smoothed Change in Leading Index,2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,4.2,M,A05,선행지수 전년동월비(%),12-month Smoothed Change in Leading Index,2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,4.1,M,A05,선행지수 전년동월비(%),12-month Smoothed Change in Leading Index,2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.1,M,A06,〔전년동월비 전월차〕(%p),12-month Smoothed Change in Leading Index (difference),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.3,M,A06,〔전년동월비 전월차〕(%p),12-month Smoothed Change in Leading Index (difference),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.1,M,A06,〔전년동월비 전월차〕(%p),12-month Smoothed Change in Leading Index (difference),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,111.9,M,B00,동행종합지수(2020＝100),Composite Coincident Index,2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,112,M,B00,동행종합지수(2020＝100),Composite Coincident Index,2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,111.5,M,B00,동행종합지수(2020＝100),Composite Coincident Index,2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.1,M,B01,동행종합지수 전월비(%),Composite Coincident Index (percent change),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.1,M,B01,동행종합지수 전월비(%),Composite Coincident Index (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.4,M,B01,동행종합지수 전월비(%),Composite Coincident Index (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.5,M,B0201,광공업생산지수(전월비)(%),Industrial production index all (percent change),2024-05-27
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.6,M,B0201,광공업생산지수(전월비)(%),Industrial production index all (percent change),2024-05-27
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.6,M,B0201,광공업생산지수(전월비)(%),Industrial production index all (percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.2,M,B0202,서비스업생산지수(도소매업제외)(전월비)(%),Index of Services (excluding wholesale and retail sale percent change),2024-04-25
경기종합지수(2020＝100)(10차),202404,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.2,M,B0202,서비스업생산지수(도소매업제외)(전월비)(%),Index of Services (excluding wholesale and retail sale percent change),2024-06-24
경기종합지수(2020＝100)(10차),202405,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,-0.4,M,B0202,서비스업생산지수(도소매업제외)(전월비)(%),Index of Services (excluding wholesale and retail sale percent change),2024-06-24
경기종합지수(2020＝100)(10차),202403,DT_1C8015,경기종합지수,Composite Economic Indexes(2020＝100),T1,101,지수별,By indicators,0.2,M,B0203,건설기성액(전월비)(%),Value of construction completed (percent change),2024-05-27
